This file contains information about the containers on an already loaded ship.
The sorting is already done when loading the containers.
Ship dimensions (length, width, height): 
24	22	18
Dimensions for each section (length, width, max_height): 
4	11	18
--------------------
Section 3
This section has no holding container
--------------------
Stack at (0, 0), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 9,	 17)	3887	20	2	1	3	20
Stack at (1, 10), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 10,	 0)	4644	20	2	9	11	20
(1,	 10,	 0)	4647	20	2	19	21	20
(1,	 10,	 1)	0196	20	2	16	18	20
(1,	 10,	 1)	0200	20	2	5	7	20
(1,	 10,	 2)	5453	40	4	20	24	22
(1,	 10,	 3)	0659	20	2	1	3	20
(1,	 10,	 3)	0660	20	2	18	20	20
(1,	 10,	 4)	2432	40	4	19	23	22
(1,	 10,	 5)	4199	20	2	12	14	20
(1,	 10,	 5)	4201	20	2	6	8	20
(1,	 10,	 6)	1289	40	4	17	21	22
(1,	 10,	 7)	3545	40	4	15	19	22
(1,	 10,	 8)	2876	40	4	13	17	22
(1,	 10,	 9)	3210	40	4	13	17	22
(1,	 10,	 10)	3888	20	2	0	2	20
(1,	 10,	 10)	3889	20	2	11	13	20
(1,	 10,	 11)	1945	40	4	10	14	22
(1,	 10,	 12)	2198	20	2	4	6	20
(1,	 10,	 12)	2199	20	2	5	7	20
(1,	 10,	 13)	1679	40	4	8	12	22
(1,	 10,	 14)	5865	40	4	8	12	22
(1,	 10,	 15)	5299	20	2	4	6	20
(1,	 10,	 15)	5300	20	2	1	3	20
(1,	 10,	 16)	1130	40	4	3	7	22
(1,	 10,	 17)	5966	40	4	1	5	22
Stack at (2, 0), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 0,	 0)	5967	20	2	17	19	20
(2,	 0,	 0)	5986	20	2	16	18	20
(2,	 0,	 1)	3897	20	2	10	12	20
(2,	 0,	 1)	3898	20	2	17	19	20
(2,	 0,	 2)	5605	20	2	12	14	20
(2,	 0,	 2)	5615	20	2	14	16	20
(2,	 0,	 3)	6208	20	2	14	16	20
(2,	 0,	 3)	6211	20	2	12	14	20
(2,	 0,	 4)	2306	20	2	20	22	20
(2,	 0,	 4)	2307	20	2	5	7	20
(2,	 0,	 5)	0665	20	2	19	21	20
(2,	 0,	 5)	0666	20	2	3	5	20
(2,	 0,	 6)	2844	20	2	11	13	20
(2,	 0,	 6)	2900	20	2	11	13	20
(2,	 0,	 7)	5173	20	2	11	13	20
(2,	 0,	 7)	5174	20	2	10	12	20
(2,	 0,	 8)	1205	40	4	19	23	22
(2,	 0,	 9)	1881	40	4	19	23	22
(2,	 0,	 10)	4541	40	4	18	22	22
(2,	 0,	 11)	0372	20	2	0	2	20
(2,	 0,	 11)	0379	20	2	17	19	20
(2,	 0,	 12)	3512	40	4	17	21	22
(2,	 0,	 13)	1611	40	4	9	13	22
(2,	 0,	 14)	4982	40	4	5	9	22
(2,	 0,	 15)	3426	20	2	1	3	20
(2,	 0,	 15)	3427	20	2	1	3	20
(2,	 0,	 16)	0211	40	4	0	4	22
(2,	 0,	 17)	6194	40	4	0	4	22
Stack at (2, 1), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 1,	 0)	2928	20	2	15	17	20
(2,	 1,	 0)	2929	20	2	11	13	20
(2,	 1,	 1)	1512	20	2	3	5	20
(2,	 1,	 1)	1513	20	2	18	20	20
(2,	 1,	 2)	5391	40	4	21	25	22
(2,	 1,	 3)	4042	20	2	16	18	20
(2,	 1,	 3)	4043	20	2	4	6	20
(2,	 1,	 4)	2464	20	2	0	2	20
(2,	 1,	 4)	2489	20	2	19	21	20
(2,	 1,	 5)	4919	40	4	19	23	22
(2,	 1,	 6)	5820	40	4	19	23	22
(2,	 1,	 7)	0212	40	4	18	22	22
(2,	 1,	 8)	0635	40	4	17	21	22
(2,	 1,	 9)	4527	20	2	0	2	20
(2,	 1,	 9)	4528	20	2	17	19	20
(2,	 1,	 10)	2100	40	4	16	20	22
(2,	 1,	 11)	1212	40	4	12	16	22
(2,	 1,	 12)	3518	40	4	8	12	22
(2,	 1,	 13)	6034	40	4	6	10	22
(2,	 1,	 14)	3866	40	4	5	9	22
(2,	 1,	 15)	1030	40	4	4	8	22
(2,	 1,	 16)	2008	40	4	2	6	22
(2,	 1,	 17)	3793	40	4	2	6	22
Stack at (2, 2), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 2,	 0)	5463	20	2	20	22	20
(2,	 2,	 0)	5464	20	2	20	22	20
(2,	 2,	 1)	0679	20	2	16	18	20
(2,	 2,	 1)	0680	20	2	17	19	20
(2,	 2,	 2)	0224	40	4	21	25	22
(2,	 2,	 3)	1850	40	4	21	25	22
(2,	 2,	 4)	1423	40	4	19	23	22
(2,	 2,	 5)	4388	20	2	5	7	20
(2,	 2,	 5)	4389	20	2	13	15	20
(2,	 2,	 6)	2324	40	4	15	19	22
(2,	 2,	 7)	4820	20	2	12	14	20
(2,	 2,	 7)	4841	20	2	2	4	20
(2,	 2,	 8)	3554	40	4	12	16	22
(2,	 2,	 9)	2701	40	4	11	15	22
(2,	 2,	 10)	3010	40	4	9	13	22
(2,	 2,	 11)	3853	40	4	9	13	22
(2,	 2,	 12)	4125	40	4	6	10	22
(2,	 2,	 13)	3246	40	4	5	9	22
(2,	 2,	 14)	5337	40	4	4	8	22
(2,	 2,	 15)	3459	40	4	2	6	22
(2,	 2,	 16)	4314	40	4	2	6	22
(2,	 2,	 17)	5252	40	4	0	4	22
Stack at (2, 3), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 3,	 0)	3612	20	2	11	13	20
(2,	 3,	 0)	3618	20	2	11	13	20
(2,	 3,	 1)	0830	20	2	3	5	20
(2,	 3,	 1)	0836	20	2	17	19	20
(2,	 3,	 2)	3119	40	4	19	23	22
(2,	 3,	 3)	0210	20	2	8	10	20
(2,	 3,	 3)	0233	20	2	9	11	20
(2,	 3,	 4)	1647	40	4	17	21	22
(2,	 3,	 5)	2398	20	2	8	10	20
(2,	 3,	 5)	2399	20	2	9	11	20
(2,	 3,	 6)	4239	20	2	4	6	20
(2,	 3,	 6)	4255	20	2	13	15	20
(2,	 3,	 7)	1312	40	4	15	19	22
(2,	 3,	 8)	4821	40	4	11	15	22
(2,	 3,	 9)	2127	40	4	9	13	22
(2,	 3,	 10)	5120	20	2	3	5	20
(2,	 3,	 10)	5121	20	2	5	7	20
(2,	 3,	 11)	2953	40	4	5	9	22
(2,	 3,	 12)	2790	40	4	4	8	22
(2,	 3,	 13)	4110	40	4	4	8	22
(2,	 3,	 14)	4672	40	4	4	8	22
(2,	 3,	 15)	0615	40	4	3	7	22
(2,	 3,	 16)	0745	40	4	0	4	22
(2,	 3,	 17)	2060	40	4	0	4	22
Stack at (2, 4), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 4,	 0)	6136	20	2	16	18	20
(2,	 4,	 0)	6137	20	2	14	16	20
(2,	 4,	 1)	1036	20	2	20	22	20
(2,	 4,	 1)	1044	20	2	9	11	20
(2,	 4,	 2)	0243	40	4	22	26	22
(2,	 4,	 3)	4220	40	4	22	26	22
(2,	 4,	 4)	3252	40	4	20	24	22
(2,	 4,	 5)	2062	40	4	19	23	22
(2,	 4,	 6)	5381	40	4	19	23	22
(2,	 4,	 7)	3691	20	2	5	7	20
(2,	 4,	 7)	3715	20	2	13	15	20
(2,	 4,	 8)	2860	40	4	16	20	22
(2,	 4,	 9)	1673	20	2	12	14	20
(2,	 4,	 9)	1691	20	2	3	5	20
(2,	 4,	 10)	5899	40	4	15	19	22
(2,	 4,	 11)	0720	40	4	14	18	22
(2,	 4,	 12)	2521	40	4	14	18	22
(2,	 4,	 13)	4733	40	4	13	17	22
(2,	 4,	 14)	5084	40	4	11	15	22
(2,	 4,	 15)	6046	40	4	5	9	22
(2,	 4,	 16)	5757	20	2	3	5	20
(2,	 4,	 16)	5758	20	2	1	3	20
(2,	 4,	 17)	4124	20	2	0	2	20
(2,	 4,	 17)	4147	20	2	0	2	20
Stack at (2, 5), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 5,	 0)	2353	20	2	18	20	20
(2,	 5,	 0)	2363	20	2	17	19	20
(2,	 5,	 1)	1340	20	2	10	12	20
(2,	 5,	 1)	1354	20	2	9	11	20
(2,	 5,	 2)	0456	40	4	18	22	22
(2,	 5,	 3)	3129	40	4	17	21	22
(2,	 5,	 4)	3953	40	4	16	20	22
(2,	 5,	 5)	3562	40	4	13	17	22
(2,	 5,	 6)	1723	20	2	7	9	20
(2,	 5,	 6)	1742	20	2	5	7	20
(2,	 5,	 7)	2084	40	4	11	15	22
(2,	 5,	 8)	1060	20	2	4	6	20
(2,	 5,	 8)	1061	20	2	6	8	20
(2,	 5,	 9)	5390	20	2	7	9	20
(2,	 5,	 9)	5397	20	2	2	4	20
(2,	 5,	 10)	0845	40	4	8	12	22
(2,	 5,	 11)	4329	40	4	7	11	22
(2,	 5,	 12)	4937	40	4	7	11	22
(2,	 5,	 13)	5198	40	4	7	11	22
(2,	 5,	 14)	0255	40	4	6	10	22
(2,	 5,	 15)	4776	40	4	6	10	22
(2,	 5,	 16)	4596	40	4	5	9	22
(2,	 5,	 17)	3870	40	4	1	5	22
Stack at (2, 6), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 6,	 0)	5307	20	2	18	20	20
(2,	 6,	 0)	5308	20	2	16	18	20
(2,	 6,	 1)	0398	20	2	11	13	20
(2,	 6,	 1)	0410	20	2	16	18	20
(2,	 6,	 2)	1888	20	2	8	10	20
(2,	 6,	 2)	1889	20	2	15	17	20
(2,	 6,	 3)	3553	20	2	16	18	20
(2,	 6,	 3)	3567	20	2	7	9	20
(2,	 6,	 4)	1434	40	4	21	25	22
(2,	 6,	 5)	2635	40	4	19	23	22
(2,	 6,	 6)	6001	20	2	7	9	20
(2,	 6,	 6)	6002	20	2	12	14	20
(2,	 6,	 7)	3108	40	4	18	22	22
(2,	 6,	 8)	4901	40	4	15	19	22
(2,	 6,	 9)	0926	40	4	13	17	22
(2,	 6,	 10)	4550	40	4	13	17	22
(2,	 6,	 11)	4085	20	2	6	8	20
(2,	 6,	 11)	4101	20	2	5	7	20
(2,	 6,	 12)	2424	40	4	9	13	22
(2,	 6,	 13)	5912	40	4	7	11	22
(2,	 6,	 14)	0257	40	4	3	7	22
(2,	 6,	 15)	1297	40	4	3	7	22
(2,	 6,	 16)	4431	40	4	2	6	22
(2,	 6,	 17)	4334	40	4	0	4	22
Stack at (2, 7), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 7,	 0)	1474	20	2	15	17	20
(2,	 7,	 0)	1475	20	2	17	19	20
(2,	 7,	 1)	3114	20	2	18	20	20
(2,	 7,	 1)	3139	20	2	7	9	20
(2,	 7,	 2)	4991	20	2	14	16	20
(2,	 7,	 2)	4992	20	2	11	13	20
(2,	 7,	 3)	4462	20	2	8	10	20
(2,	 7,	 3)	4467	20	2	14	16	20
(2,	 7,	 4)	0987	20	2	14	16	20
(2,	 7,	 4)	0988	20	2	7	9	20
(2,	 7,	 5)	3726	40	4	21	25	22
(2,	 7,	 6)	6064	40	4	21	25	22
(2,	 7,	 7)	5544	20	2	14	16	20
(2,	 7,	 7)	5545	20	2	6	8	20
(2,	 7,	 8)	0558	20	2	0	2	20
(2,	 7,	 8)	0588	20	2	18	20	20
(2,	 7,	 9)	0242	20	2	15	17	20
(2,	 7,	 9)	0262	20	2	0	2	20
(2,	 7,	 10)	5936	40	4	14	18	22
(2,	 7,	 11)	2869	40	4	11	15	22
(2,	 7,	 12)	2203	40	4	9	13	22
(2,	 7,	 13)	6177	40	4	9	13	22
(2,	 7,	 14)	2443	40	4	7	11	22
(2,	 7,	 15)	2615	40	4	7	11	22
(2,	 7,	 16)	4317	40	4	5	9	22
(2,	 7,	 17)	4210	40	4	1	5	22
Stack at (2, 8), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 8,	 0)	2645	20	2	13	15	20
(2,	 8,	 0)	2646	20	2	14	16	20
(2,	 8,	 1)	0504	20	2	11	13	20
(2,	 8,	 1)	0514	20	2	15	17	20
(2,	 8,	 2)	5554	20	2	8	10	20
(2,	 8,	 2)	5570	20	2	17	19	20
(2,	 8,	 3)	5139	40	4	21	25	22
(2,	 8,	 4)	1414	20	2	13	15	20
(2,	 8,	 4)	1415	20	2	7	9	20
(2,	 8,	 5)	1953	40	4	17	21	22
(2,	 8,	 6)	3819	40	4	16	20	22
(2,	 8,	 7)	4732	20	2	15	17	20
(2,	 8,	 7)	4742	20	2	1	3	20
(2,	 8,	 8)	2291	20	2	5	7	20
(2,	 8,	 8)	2297	20	2	9	11	20
(2,	 8,	 9)	1072	20	2	1	3	20
(2,	 8,	 9)	1084	20	2	10	12	20
(2,	 8,	 10)	4153	20	2	5	7	20
(2,	 8,	 10)	4167	20	2	5	7	20
(2,	 8,	 11)	4436	40	4	10	14	22
(2,	 8,	 12)	3408	40	4	8	12	22
(2,	 8,	 13)	3643	40	4	5	9	22
(2,	 8,	 14)	0423	40	4	4	8	22
(2,	 8,	 15)	0271	40	4	3	7	22
(2,	 8,	 16)	3282	40	4	2	6	22
(2,	 8,	 17)	1842	40	4	0	4	22
Stack at (2, 9), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 9,	 0)	4261	20	2	7	9	20
(2,	 9,	 0)	4262	20	2	20	22	20
(2,	 9,	 1)	1655	40	4	21	25	22
(2,	 9,	 2)	3480	40	4	21	25	22
(2,	 9,	 3)	0275	20	2	3	5	20
(2,	 9,	 3)	0276	20	2	17	19	20
(2,	 9,	 4)	5481	40	4	16	20	22
(2,	 9,	 5)	1320	40	4	15	19	22
(2,	 9,	 6)	2130	40	4	15	19	22
(2,	 9,	 7)	0644	40	4	14	18	22
(2,	 9,	 8)	2796	40	4	14	18	22
(2,	 9,	 9)	3149	40	4	13	17	22
(2,	 9,	 10)	5183	40	4	12	16	22
(2,	 9,	 11)	2527	20	2	8	10	20
(2,	 9,	 11)	2528	20	2	3	5	20
(2,	 9,	 12)	1007	40	4	10	14	22
(2,	 9,	 13)	4053	40	4	6	10	22
(2,	 9,	 14)	5036	40	4	2	6	22
(2,	 9,	 15)	4844	40	4	1	5	22
(2,	 9,	 16)	3964	40	4	0	4	22
(2,	 9,	 17)	4943	40	4	0	4	22
Stack at (2, 10), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 10,	 0)	0766	40	4	22	26	22
(2,	 10,	 1)	1311	20	2	8	10	20
(2,	 10,	 1)	1328	20	2	14	16	20
(2,	 10,	 2)	3362	40	4	21	25	22
(2,	 10,	 3)	3907	40	4	21	25	22
(2,	 10,	 4)	4911	20	2	14	16	20
(2,	 10,	 4)	4912	20	2	6	8	20
(2,	 10,	 5)	2032	40	4	18	22	22
(2,	 10,	 6)	2465	40	4	12	16	22
(2,	 10,	 7)	4400	20	2	10	12	20
(2,	 10,	 7)	4401	20	2	2	4	20
(2,	 10,	 8)	0394	40	4	10	14	22
(2,	 10,	 9)	2731	20	2	8	10	20
(2,	 10,	 9)	2740	20	2	1	3	20
(2,	 10,	 10)	0570	40	4	8	12	22
(2,	 10,	 11)	1747	20	2	0	2	20
(2,	 10,	 11)	1748	20	2	8	10	20
(2,	 10,	 12)	5404	20	2	5	7	20
(2,	 10,	 12)	5405	20	2	2	4	20
(2,	 10,	 13)	3115	40	4	6	10	22
(2,	 10,	 14)	4752	40	4	5	9	22
(2,	 10,	 15)	3824	40	4	3	7	22
(2,	 10,	 16)	3029	40	4	1	5	22
(2,	 10,	 17)	0282	40	4	0	4	22
Stack at (3, 0), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 0,	 0)	1129	20	2	12	14	20
(3,	 0,	 0)	1134	20	2	19	21	20
(3,	 0,	 1)	5037	40	4	20	24	22
(3,	 0,	 2)	2773	40	4	17	21	22
(3,	 0,	 3)	4661	40	4	16	20	22
(3,	 0,	 4)	0524	40	4	15	19	22
(3,	 0,	 5)	1753	20	2	2	4	20
(3,	 0,	 5)	1763	20	2	13	15	20
(3,	 0,	 6)	3195	40	4	15	19	22
(3,	 0,	 7)	4282	40	4	15	19	22
(3,	 0,	 8)	0284	40	4	11	15	22
(3,	 0,	 9)	2339	40	4	11	15	22
(3,	 0,	 10)	0876	40	4	10	14	22
(3,	 0,	 11)	3869	20	2	5	7	20
(3,	 0,	 11)	3871	20	2	4	6	20
(3,	 0,	 12)	3686	40	4	8	12	22
(3,	 0,	 13)	5515	20	2	6	8	20
(3,	 0,	 13)	5516	20	2	0	2	20
(3,	 0,	 14)	2208	40	4	5	9	22
(3,	 0,	 15)	2616	40	4	3	7	22
(3,	 0,	 16)	4129	40	4	3	7	22
(3,	 0,	 17)	3608	40	4	0	4	22
Stack at (3, 1), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 1,	 0)	1218	20	2	19	21	20
(3,	 1,	 0)	1226	20	2	12	14	20
(3,	 1,	 1)	0293	40	4	22	26	22
(3,	 1,	 2)	3970	40	4	22	26	22
(3,	 1,	 3)	4475	40	4	19	23	22
(3,	 1,	 4)	3582	40	4	18	22	22
(3,	 1,	 5)	5253	20	2	5	7	20
(3,	 1,	 5)	5254	20	2	13	15	20
(3,	 1,	 6)	2952	20	2	16	18	20
(3,	 1,	 6)	2976	20	2	0	2	20
(3,	 1,	 7)	2334	20	2	1	3	20
(3,	 1,	 7)	2335	20	2	13	15	20
(3,	 1,	 8)	0910	40	4	11	15	22
(3,	 1,	 9)	4931	40	4	10	14	22
(3,	 1,	 10)	0719	20	2	7	9	20
(3,	 1,	 10)	0726	20	2	0	2	20
(3,	 1,	 11)	2041	40	4	6	10	22
(3,	 1,	 12)	3402	40	4	5	9	22
(3,	 1,	 13)	2668	40	4	4	8	22
(3,	 1,	 14)	1899	40	4	3	7	22
(3,	 1,	 15)	2854	40	4	3	7	22
(3,	 1,	 16)	2233	40	4	2	6	22
(3,	 1,	 17)	5626	40	4	0	4	22
Stack at (3, 2), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 2,	 0)	0283	20	2	14	16	20
(3,	 2,	 0)	0302	20	2	13	15	20
(3,	 2,	 1)	0810	20	2	10	12	20
(3,	 2,	 1)	0811	20	2	14	16	20
(3,	 2,	 2)	1754	40	4	22	26	22
(3,	 2,	 3)	1380	20	2	4	6	20
(3,	 2,	 3)	1381	20	2	15	17	20
(3,	 2,	 4)	4780	20	2	4	6	20
(3,	 2,	 4)	4781	20	2	14	16	20
(3,	 2,	 5)	5218	20	2	7	9	20
(3,	 2,	 5)	5219	20	2	11	13	20
(3,	 2,	 6)	5737	40	4	17	21	22
(3,	 2,	 7)	2292	40	4	16	20	22
(3,	 2,	 8)	3415	40	4	13	17	22
(3,	 2,	 9)	3733	40	4	12	16	22
(3,	 2,	 10)	4173	40	4	12	16	22
(3,	 2,	 11)	3088	40	4	11	15	22
(3,	 2,	 12)	2667	20	2	1	3	20
(3,	 2,	 12)	2670	20	2	8	10	20
(3,	 2,	 13)	4508	20	2	3	5	20
(3,	 2,	 13)	4509	20	2	6	8	20
(3,	 2,	 14)	5582	20	2	1	3	20
(3,	 2,	 14)	5583	20	2	4	6	20
(3,	 2,	 15)	2942	40	4	4	8	22
(3,	 2,	 16)	4029	40	4	4	8	22
(3,	 2,	 17)	5974	40	4	4	8	22
Stack at (3, 3), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 3,	 0)	0313	20	2	8	10	20
(3,	 3,	 0)	0314	20	2	18	20	20
(3,	 3,	 1)	4406	20	2	9	11	20
(3,	 3,	 1)	4407	20	2	14	16	20
(3,	 3,	 2)	0780	40	4	20	24	22
(3,	 3,	 3)	3071	20	2	1	3	20
(3,	 3,	 3)	3072	20	2	19	21	20
(3,	 3,	 4)	4944	40	4	20	24	22
(3,	 3,	 5)	2381	40	4	18	22	22
(3,	 3,	 6)	1973	40	4	17	21	22
(3,	 3,	 7)	3596	40	4	17	21	22
(3,	 3,	 8)	5766	20	2	5	7	20
(3,	 3,	 8)	5767	20	2	11	13	20
(3,	 3,	 9)	5977	40	4	15	19	22
(3,	 3,	 10)	1265	20	2	7	9	20
(3,	 3,	 10)	1266	20	2	7	9	20
(3,	 3,	 11)	2795	20	2	10	12	20
(3,	 3,	 11)	2801	20	2	0	2	20
(3,	 3,	 12)	4149	40	4	9	13	22
(3,	 3,	 13)	5420	20	2	4	6	20
(3,	 3,	 13)	5421	20	2	5	7	20
(3,	 3,	 14)	1572	40	4	7	11	22
(3,	 3,	 15)	3929	20	2	4	6	20
(3,	 3,	 15)	3946	20	2	3	5	20
(3,	 3,	 16)	1773	40	4	4	8	22
(3,	 3,	 17)	5655	40	4	3	7	22
Stack at (3, 4), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 4,	 0)	3285	20	2	16	18	20
(3,	 4,	 0)	3298	20	2	19	21	20
(3,	 4,	 1)	1615	40	4	22	26	22
(3,	 4,	 2)	4056	40	4	22	26	22
(3,	 4,	 3)	4558	40	4	21	25	22
(3,	 4,	 4)	5801	20	2	4	6	20
(3,	 4,	 4)	5802	20	2	13	15	20
(3,	 4,	 5)	2908	40	4	16	20	22
(3,	 4,	 6)	0326	40	4	14	18	22
(3,	 4,	 7)	2140	40	4	14	18	22
(3,	 4,	 8)	1364	20	2	5	7	20
(3,	 4,	 8)	1365	20	2	7	9	20
(3,	 4,	 9)	2598	20	2	6	8	20
(3,	 4,	 9)	2604	20	2	6	8	20
(3,	 4,	 10)	5047	40	4	12	16	22
(3,	 4,	 11)	0574	40	4	11	15	22
(3,	 4,	 12)	1037	40	4	11	15	22
(3,	 4,	 13)	5585	40	4	7	11	22
(3,	 4,	 14)	0859	40	4	6	10	22
(3,	 4,	 15)	5492	40	4	3	7	22
(3,	 4,	 16)	5380	20	2	0	2	20
(3,	 4,	 16)	5386	20	2	2	4	20
(3,	 4,	 17)	2496	40	4	1	5	22
Stack at (3, 5), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 5,	 0)	3792	20	2	20	22	20
(3,	 5,	 0)	3794	20	2	17	19	20
(3,	 5,	 1)	1902	40	4	22	26	22
(3,	 5,	 2)	1444	20	2	12	14	20
(3,	 5,	 2)	1445	20	2	9	11	20
(3,	 5,	 3)	2412	40	4	21	25	22
(3,	 5,	 4)	5149	40	4	21	25	22
(3,	 5,	 5)	3374	40	4	19	23	22
(3,	 5,	 6)	5589	40	4	16	20	22
(3,	 5,	 7)	2959	40	4	14	18	22
(3,	 5,	 8)	4806	40	4	14	18	22
(3,	 5,	 9)	0448	40	4	10	14	22
(3,	 5,	 10)	0641	40	4	10	14	22
(3,	 5,	 11)	1015	40	4	10	14	22
(3,	 5,	 12)	4566	40	4	7	11	22
(3,	 5,	 13)	0331	40	4	5	9	22
(3,	 5,	 14)	1341	40	4	2	6	22
(3,	 5,	 15)	5918	40	4	2	6	22
(3,	 5,	 16)	0915	40	4	1	5	22
(3,	 5,	 17)	2886	40	4	0	4	22
Stack at (3, 6), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 6,	 0)	3251	20	2	18	20	20
(3,	 6,	 0)	3260	20	2	19	21	20
(3,	 6,	 1)	1777	20	2	15	17	20
(3,	 6,	 1)	1778	20	2	20	22	20
(3,	 6,	 2)	5829	20	2	10	12	20
(3,	 6,	 2)	5830	20	2	17	19	20
(3,	 6,	 3)	0468	40	4	22	26	22
(3,	 6,	 4)	6110	40	4	21	25	22
(3,	 6,	 5)	2578	40	4	20	24	22
(3,	 6,	 6)	4751	20	2	4	6	20
(3,	 6,	 6)	4757	20	2	14	16	20
(3,	 6,	 7)	4070	40	4	15	19	22
(3,	 6,	 8)	5182	20	2	8	10	20
(3,	 6,	 8)	5205	20	2	6	8	20
(3,	 6,	 9)	5521	20	2	8	10	20
(3,	 6,	 9)	5522	20	2	6	8	20
(3,	 6,	 10)	1219	40	4	12	16	22
(3,	 6,	 11)	1523	40	4	12	16	22
(3,	 6,	 12)	0920	40	4	10	14	22
(3,	 6,	 13)	0337	40	4	7	11	22
(3,	 6,	 14)	3041	40	4	7	11	22
(3,	 6,	 15)	4573	40	4	5	9	22
(3,	 6,	 16)	4421	40	4	3	7	22
(3,	 6,	 17)	6209	40	4	0	4	22
Stack at (3, 7), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 7,	 0)	1149	20	2	17	19	20
(3,	 7,	 0)	1154	20	2	18	20	20
(3,	 7,	 1)	3313	20	2	18	20	20
(3,	 7,	 1)	3314	20	2	14	16	20
(3,	 7,	 2)	1952	20	2	17	19	20
(3,	 7,	 2)	1963	20	2	9	11	20
(3,	 7,	 3)	0325	20	2	2	4	20
(3,	 7,	 3)	0342	20	2	19	21	20
(3,	 7,	 4)	3975	40	4	21	25	22
(3,	 7,	 5)	5289	40	4	21	25	22
(3,	 7,	 6)	6159	20	2	6	8	20
(3,	 7,	 6)	6160	20	2	15	17	20
(3,	 7,	 7)	0691	40	4	20	24	22
(3,	 7,	 8)	2834	20	2	5	7	20
(3,	 7,	 8)	2835	20	2	15	17	20
(3,	 7,	 9)	2495	20	2	7	9	20
(3,	 7,	 9)	2500	20	2	6	8	20
(3,	 7,	 10)	6076	40	4	13	17	22
(3,	 7,	 11)	4956	40	4	11	15	22
(3,	 7,	 12)	5968	40	4	10	14	22
(3,	 7,	 13)	4679	20	2	1	3	20
(3,	 7,	 13)	4690	20	2	8	10	20
(3,	 7,	 14)	4486	40	4	7	11	22
(3,	 7,	 15)	5715	20	2	5	7	20
(3,	 7,	 15)	5716	20	2	1	3	20
(3,	 7,	 16)	5922	40	4	4	8	22
(3,	 7,	 17)	5878	40	4	0	4	22
Stack at (3, 8), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 8,	 0)	3157	20	2	20	22	20
(3,	 8,	 0)	3158	20	2	14	16	20
(3,	 8,	 1)	1296	20	2	18	20	20
(3,	 8,	 1)	1303	20	2	9	11	20
(3,	 8,	 2)	2059	20	2	2	4	20
(3,	 8,	 2)	2074	20	2	19	21	20
(3,	 8,	 3)	5678	40	4	21	25	22
(3,	 8,	 4)	0496	40	4	17	21	22
(3,	 8,	 5)	0858	20	2	16	18	20
(3,	 8,	 5)	0878	20	2	0	2	20
(3,	 8,	 6)	2556	20	2	13	15	20
(3,	 8,	 6)	2560	20	2	2	4	20
(3,	 8,	 7)	5336	20	2	9	11	20
(3,	 8,	 7)	5368	20	2	6	8	20
(3,	 8,	 8)	4680	40	4	14	18	22
(3,	 8,	 9)	4154	40	4	11	15	22
(3,	 8,	 10)	0357	40	4	10	14	22
(3,	 8,	 11)	3879	40	4	10	14	22
(3,	 8,	 12)	1860	40	4	6	10	22
(3,	 8,	 13)	4440	40	4	6	10	22
(3,	 8,	 14)	5025	40	4	6	10	22
(3,	 8,	 15)	3031	40	4	3	7	22
(3,	 8,	 16)	5261	40	4	3	7	22
(3,	 8,	 17)	2926	40	4	1	5	22
Stack at (3, 9), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 9,	 0)	2808	20	2	16	18	20
(3,	 9,	 0)	2809	20	2	17	19	20
(3,	 9,	 1)	4352	20	2	16	18	20
(3,	 9,	 1)	4365	20	2	16	18	20
